shop_id,shop_name,category,address,longitude,latitude,tel,rating,cost,business_area,type
1141,星巴克(天府水街店),星巴克咖啡,天府一街699号铁像寺水街一期2区7栋2-5-2及8栋2-5-5单元,104.049561,30.558295,028-65292833,4.6,30.00,四川天府新区成都直管区,餐饮服务;咖啡厅;星巴克咖啡
1142,星巴克成都天府之家惠邻中心店,快餐厅,锦尚西二路333号锦城社区综合体1楼-附001号,104.052062,30.578266,028-60805058,4.3,30.00,石羊场,餐饮服务;快餐厅;快餐厅
1143,星巴克(成都保利时光里店),星巴克咖啡,吉瑞二路99号成都保利时光里1F层1089,104.064104,30.554521,028-60805051,4.5,30.00,四川天府新区成都直管区,餐饮服务;咖啡厅;星巴克咖啡
1144,米兰咖啡(铁像寺水街店),咖啡厅,高新区天府一街699号2-2号2-3号,104.049275,30.558975,028-83319951,4.7,91.00,天府新区,餐饮服务;咖啡厅;咖啡厅
1145,M Stand(成都高新花园城购物中心店),餐饮相关,武侯区高新区府城大道中段88号成都高新招商花园城的L118商铺,104.065475,30.590675,16628715279,4.4,[],石羊场,餐饮服务;餐饮相关场所;餐饮相关
1146,瑞幸咖啡(IMC国际广场店),咖啡厅,吉庆三路205号IMC国际广场2单元底商,104.06333,30.557753,4000100100,4.4,13.00,四川天府新区成都直管区,餐饮服务;咖啡厅;咖啡厅
1147,青松咖·美式专卖店(成都高新创合店),咖啡厅,高新创合中心2栋负1楼20号,104.061725,30.557825,17882138021,4.4,16.00,四川天府新区,餐饮服务;咖啡厅;咖啡厅
1148,瑞幸咖啡(中海国际中心G座店),咖啡厅,交子大道383号中海国际中心G座一层,104.053004,30.58139,4000100100,4.1,13.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1149,JPG coffee(成都保利时光里店),咖啡厅,吉瑞二路99号成都保利时光里1F层,104.063617,30.554533,18081948689,4.5,22.00,四川天府新区成都直管区,餐饮服务;咖啡厅;咖啡厅
1150,有叁cafe(铁像寺店),咖啡厅,盛华北路87号,104.051803,30.558864,18710088913,4.5,31.00,四川天府新区,餐饮服务;咖啡厅;咖啡厅
1151,瑞幸咖啡(世纪城宜尚酒店店),咖啡厅,世纪城路198号101-1-6号宜尚酒店一层大堂,104.075437,30.559204,4000100100,4.0,13.00,四川天府新区成都直管区,餐饮服务;咖啡厅;咖啡厅
1152,瑞幸咖啡(九方购物中心店),咖啡厅,天晖南街169号中航城市广场F6层,104.065347,30.589291,4000100100,4.3,13.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1153,BeanStar比星咖啡(成都中海国际G座店),餐饮相关,中国(四川)自由贸易试验区成都高新区交子大道383号附103号1层,104.053068,30.581201,15756272400,3.8,16.00,石羊场,餐饮服务;餐饮相关场所;餐饮相关
1154,冰尖茶与咖啡(蜀都中心店),冷饮店,吉庆三路333号一号楼4单元一楼711便利店旁,104.063118,30.553507,028-85223003,4.6,9.00,大源,餐饮服务;冷饮店;冷饮店
1155,HIYA!驾咖啡(交子大道店),咖啡厅,交子大道177号中海国际中心F1层,104.050951,30.580992,[],4.5,20.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1156,库迪咖啡(IMC国际广场店),咖啡厅,吉庆四路143号1层底商,104.064765,30.558315,18881455295,4.2,9.00,大源,餐饮服务;咖啡厅;咖啡厅
1157,LAVAZZA拉瓦萨咖啡(成都中海国际F座店),咖啡厅,交子大道365号中海国际中心F座F1层,104.053727,30.581404,18113099804,3.8,23.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1158,梦咖啡(金融麦田店),咖啡厅,高新区锦云东三巷1号1栋1单元1楼125号,104.077484,30.58127,13981950357,4.4,27.00,交子商圈,餐饮服务;咖啡厅;咖啡厅
1159,库迪咖啡(成都心海里店),咖啡厅,顺江段3号迈空间国际中心1栋1层底商,104.057975,30.581375,18848297780,3.7,9.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1160,Peet's皮爷咖啡(铁像寺水街店),咖啡厅,盛华北路116号铁像寺水街7栋108,104.051121,30.557795,19180703950,4.5,39.00,大源,餐饮服务;咖啡厅;咖啡厅
1161,库迪咖啡(成都两江国际B座店),咖啡厅,桂溪街道天府一街369号两江国际B座大堂入口,104.058188,30.559231,19108206542,4.0,9.00,大源,餐饮服务;咖啡厅;咖啡厅
1162,ACROSS COFFEE(中海·城南华府店),咖啡厅,成汉南路366号3栋附123号,104.052003,30.58078,19950208536,4.2,48.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1163,瑞幸咖啡(合景摩方木莲庄酒店店),咖啡厅,交子大道500号合景摩方3栋B1层143-145号,104.051766,30.582907,4000100100,4.0,13.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1164,BeanStar比星咖啡(成都IMC国际广场店)(暂停营业),咖啡厅,成都市高新区吉庆三路157号IMC国际广场一层比星咖啡,104.063075,30.558525,18782060080,4.1,16.00,大源,餐饮服务;咖啡厅;咖啡厅
1165,豪生咖啡厅(成都高新豪生大酒店),咖啡厅,天泰路338号成都高新豪生大酒店4层,104.069014,30.590652,[],4.0,131.00,天府长城,餐饮服务;咖啡厅;咖啡厅
1166,NOMO咖啡(会展中心店),咖啡厅,世纪城路198-96,104.075622,30.55956,13679675555;14702833455,4.5,27.00,中和,餐饮服务;咖啡厅;咖啡厅
1167,星巴克(成都南熙里分店),星巴克咖啡,高新区天府长城天久南巷388号,104.072676,30.592391,028-86921783,4.6,30.00,[],餐饮服务;咖啡厅;星巴克咖啡
1168,三立方咖啡银泰中心in99店,咖啡厅,天府大道北段1199号银泰中心in99 B1层北下沉广场中庭(汉堡王旁),104.070779,30.585317,17793173600,3.9,11.00,交子商圈,餐饮服务;咖啡厅;咖啡厅
1169,瑞幸咖啡(数字经济大厦店),咖啡厅,天府大道北段869号旺旺商业广场数字经济大厦一层大堂,104.068928,30.58792,4000100100,3.8,13.00,交子商圈,餐饮服务;咖啡厅;咖啡厅
1170,库迪咖啡(布鲁明顿广场A座店),咖啡厅,锦晖西路一99号成都布鲁明顿广场A座1栋大堂,104.060667,30.58508,[],4.0,12.00,交子商圈,餐饮服务;咖啡厅;咖啡厅
1171,星巴克(成都乐家广场店),星巴克咖啡,益州大道中段699号1栋附101号,104.057628,30.555522,028-60193862,4.5,30.00,天府新区,餐饮服务;咖啡厅;星巴克咖啡
1172,宁德时代新能源生活广场(IMC国际广场店),汽车销售,吉庆四路Mic国际广场166号宁德时代新能源生活广场,104.063937,30.557629,15198105805,4.6,12.00,大源,汽车销售;汽车销售;汽车销售
1173,瑞幸咖啡(中海国际J座店),咖啡厅,高新区交子大道533号附136号中海国际中心底商,104.047578,30.580722,4000100100,4.2,13.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1174,库迪咖啡(成都悠方购物中心店),咖啡厅,交子大道300号悠方购物中心B1层,104.057925,30.583075,13683455495,3.7,9.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1175,FILL COFFEE满杯咖啡(中海国际中心G座店),咖啡厅,交子大道383号中海国际G座101商铺FILLCOFFEE满杯咖啡,104.05332,30.581323,028-85218273;15952815302,4.2,18.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1176,瑞幸咖啡(世纪城上闲里店),咖啡厅,天府大道中段396号1栋负一层101号世纪城地铁站B出口,104.068175,30.554675,4000100100,4.1,13.00,四川天府新区成都直管区,餐饮服务;咖啡厅;咖啡厅
1177,库迪咖啡(成都交易所大厦店),咖啡厅,锦云西一巷交易所高楼大厦背面1-1-3,104.071964,30.584045,19141098850,3.9,9.00,交子商圈,餐饮服务;咖啡厅;咖啡厅
1178,库迪咖啡(誉峰遇见A座店),咖啡厅,交子大道500号附37号1层,104.050983,30.583306,13708074763,4.2,9.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1179,瑞幸咖啡(茂业中心AB座店),咖啡厅,天府大道北段道28号茂业中心AB座一层大堂,104.066575,30.590675,4000100100,4.1,13.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1180,星巴克(汇锦广场店),星巴克咖啡,盛安街133号汇锦城A座1层,104.052569,30.557689,028-65168798,4.4,30.00,四川天府新区成都直管区,餐饮服务;咖啡厅;星巴克咖啡
1181,星巴克(成都里格177店),星巴克咖啡,桂溪街道天府大道中段177-附600号,104.070858,30.555541,028-84165603,4.3,30.00,天府新区,餐饮服务;咖啡厅;星巴克咖啡
1182,Botany博塔尼咖啡(锦城湖店),咖啡厅,锦城大道1333号锦城湖公园二号湖北门入口50米右侧,104.043171,30.574837,13730893138,4.5,40.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1183,瑞幸咖啡(成都仁和新城购物中心4F店),咖啡厅,府城大道西段505号仁和新城四层474号,104.053529,30.587692,4000100100,4.1,13.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1184,MINI-CO小咖咖啡(成都高新招商花园城店),餐饮相关,府城大道中段88号成都高新招商花园城F1层,104.065575,30.590375,[],3.9,12.00,石羊场,餐饮服务;餐饮相关场所;餐饮相关
1185,M Stand(成都仁和新城店),咖啡厅,府城大道西段505号仁和新城1F层195号(仁和新城3号门旁),104.05168,30.587824,18521041906,4.4,31.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1186,Manner Coffee(仁和新城店),咖啡厅,府城大道西段505号1层164号(许家艺创菜旁),104.053565,30.587485,[],4.3,20.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1187,瑞幸咖啡(智地哥谭大厦店),咖啡厅,益州大道中段588号智地哥谭大厦一层大堂,104.056075,30.557775,4000100100,4.2,13.00,大源,餐饮服务;咖啡厅;咖啡厅
1188,瑞幸咖啡(成都中海国际中心店),咖啡厅,交子大道533号附136号中海国际中心底商,104.053117,30.581224,4000100100,3.8,13.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1189,BuyGo more,服装鞋帽皮具店,吉庆一路388号附7-8号,104.05936,30.554873,[],4.5,28.00,大源,购物服务;服装鞋帽皮具店;服装鞋帽皮具店
1190,库迪咖啡(成都茂业中心店),咖啡厅,在集刻便利店内,104.066475,30.590475,18328033208,3.8,9.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1191,星巴克咖啡(成都曙光国际店),星巴克咖啡,天晖中街56号曙光国际(高新地铁站C口步行170米),104.06475,30.593577,028-85194169,4.6,30.00,石羊场,餐饮服务;咖啡厅;星巴克咖啡
1192,Manner Coffee(茂业中心店),咖啡厅,天府大道北段28号茂业中心C座F1层,104.066725,30.589825,[],4.1,20.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1193,星巴克臻选(成都东方新希望天祥店),星巴克咖啡,天府大道中段500号东方希望天祥广场B座,104.067936,30.551844,028-85939157,4.5,30.00,天府新区,餐饮服务;咖啡厅;星巴克咖啡
1194,星巴克(成都市博瑞创意成都店),星巴克咖啡,三色路38号,104.08518,30.587789,028-65957559,4.6,30.00,柳江,餐饮服务;咖啡厅;星巴克咖啡
1195,肯悦咖啡新会展店,咖啡厅,天府大道中段1号,104.074805,30.558835,028-85194907,3.6,11.00,中和,餐饮服务;咖啡厅;咖啡厅
1196,好好咖啡(成都保利时光里店)(暂停营业),咖啡厅,吉瑞四路99号保利时光里B1-B1065,104.063375,30.554775,18280015410,4.2,15.00,大源,餐饮服务;咖啡厅;咖啡厅
1197,Grid Coffee(天祥广场店),咖啡厅,天府大道中段500号D5天祥广场一层D栋L1-53号商铺,104.067243,30.55302,17882007545,4.3,32.00,四川天府新区成都直管区,餐饮服务;咖啡厅;咖啡厅
1198,瑞幸咖啡(中环岛广场店),咖啡厅,盛安街186号中环岛广场A座一层大堂,104.052028,30.559764,4000100100,3.9,13.00,大源,餐饮服务;咖啡厅;咖啡厅
1199,Tims天好咖啡(D5天祥广场捷枫店),咖啡厅,天府大道中段500号(世纪城地铁站B口步行140米),104.068235,30.553143,13679048056,4.2,23.00,大源,餐饮服务;咖啡厅;咖啡厅
1200,SHAKE'S OFFICE·哆嗦咖啡店,咖啡厅,铁像寺水街二期7栋10号,104.051251,30.557658,028-62077044,4.5,128.00,大源,餐饮服务;咖啡厅;咖啡厅
1201,113咖啡(仁和新城店),咖啡厅,府城大道西段505号仁和新城A座11楼113咖啡,104.053788,30.587653,17318621757,3.7,18.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1202,瑞幸咖啡(世纪城天鹅湖店),咖啡厅,天府大道中段163号世纪城天鹅湖,104.070896,30.555372,4000100100,3.9,13.00,四川天府新区成都直管区,餐饮服务;咖啡厅;咖啡厅
1203,方外咖啡(新街里店),咖啡厅,荟锦路249号新街里6C区3006&3007,104.056319,30.590471,15228999400,4.5,26.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1204,MINI-CO小咖咖啡(成都天府新谷店),餐饮相关,天府新谷西门6-1-101-02-02,104.054757,30.586988,[],4.1,12.00,石羊场,餐饮服务;餐饮相关场所;餐饮相关
1205,海岩咖啡·轻食(IMC国际广场店),咖啡厅,吉庆四路188号大厅内,104.0644,30.558341,[],3.8,14.00,天府新区,餐饮服务;咖啡厅;咖啡厅
1206,库迪咖啡(中日会馆新城国际店),咖啡厅,石羊街道天府一街796号1楼1号(自编号),104.052339,30.560678,17708036528,3.9,9.00,四川天府新区成都直管区,餐饮服务;咖啡厅;咖啡厅
1207,luckin coffee 瑞幸咖啡(棕榈泉国际中心店),餐饮相关,天府大道中段199号棕榈泉国际中心F1层,104.069583,30.555156,4000100100,3.9,13.00,四川天府新区成都直管区,餐饮服务;餐饮相关场所;餐饮相关
1208,瑞幸咖啡(成都航天城上城店),咖啡厅,益州大道中段599号航天城上城1层大堂,104.057425,30.556075,4000100100,3.6,13.00,大源,餐饮服务;咖啡厅;咖啡厅
1209,瑞幸咖啡(汇锦广场C座店),咖啡厅,盛邦街88号汇锦广场C座一层大堂,104.053968,30.556343,4000100100,4.0,13.00,四川天府新区成都直管区,餐饮服务;咖啡厅;咖啡厅
1210,库迪咖啡(成都中海国际J座店),餐饮相关,交子大道575号中海国际中心J座1层附104号底商,104.047406,30.581385,17380033650,4.0,9.00,石羊场,餐饮服务;餐饮相关场所;餐饮相关
1211,瑞幸咖啡(世纪城国际会展中心店),咖啡厅,世纪城路与世纪城南路交叉口北340米,104.07512,30.554533,4000100100,4.2,13.00,天府新区,餐饮服务;咖啡厅;咖啡厅
1212,猫泡泡国际精品猫舍,宠物用品店,高新区盛华北路116号2栋1层4号,104.050666,30.559199,19138918486,4.4,[],大源,购物服务;专卖店;宠物用品店
1213,WHAT咖啡(仁和新城购物中心店),咖啡厅,府城大道西段仁和新城1层附120号(近商场4号电梯厅),104.052625,30.587625,13550220788,3.5,24.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1214,瑞幸咖啡(乐家保利广场店),咖啡厅,益州大道中段699号乐家广场1065号底商,104.057831,30.555534,4000100100,4.1,13.00,四川天府新区成都直管区,餐饮服务;咖啡厅;咖啡厅
1215,象南咖啡,咖啡厅,万象南路355号(交子大道地铁站D口步行480米),104.049863,30.584231,028-86786868,4.5,46.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1216,交子咖啡,咖啡厅,泰治路与国华街交叉口南140米,104.080933,30.582088,18000597214,4.2,23.00,交子商圈,餐饮服务;咖啡厅;咖啡厅
1217,瑞幸咖啡(雄川金融中心店),咖啡厅,天府二街138号蜀都中心北区1期1号楼一层大堂,104.064975,30.551975,4000100100,4.3,13.00,四川天府新区成都直管区,餐饮服务;咖啡厅;咖啡厅
1218,瑞幸咖啡(绿地之窗店),咖啡厅,天府二街368号绿地之窗2号楼1层大堂,104.05941,30.552534,4000100100,4.0,13.00,四川天府新区成都直管区,餐饮服务;咖啡厅;咖啡厅
1219,Loud面包·咖啡·晒太阳,糕饼店,天久南巷330号,104.073351,30.592393,19983184168,4.2,19.00,天府长城,餐饮服务;糕饼店;糕饼店
1220,开面馆·宜宾传统面,中餐厅,盛华北路116号11栋2单元102号,104.051973,30.55686,18180985007,4.5,16.00,大源,餐饮服务;中餐厅;中餐厅
1221,瑞幸咖啡(明宇大厦店),咖啡厅,科华南路339号明宇大厦一层大堂,104.078375,30.590625,4000100100,4.3,13.00,柳江,餐饮服务;咖啡厅;咖啡厅
1222,瑞幸咖啡(蜀都中心二期店),咖啡厅,吉庆三路333号蜀都中心二期1号楼6楼,104.063381,30.553555,4000100100,4.1,13.00,大源,餐饮服务;咖啡厅;咖啡厅
1223,瑞幸咖啡(环球时代中心C座店),咖啡厅,吉瑞三路99号皇庭国际中心C座一层大堂,104.064947,30.554597,4000100100,4.0,13.00,四川天府新区成都直管区,餐饮服务;咖啡厅;咖啡厅
1224,nowwa挪瓦咖啡(见福成都誉峰店),咖啡厅,武侯区石羊场街道交子大道500号2栋1层103号,104.051598,30.583051,18781562702,3.6,12.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1225,库迪咖啡(成都蜀都中心一期店),餐饮相关,天府二街138号蜀都中心一期3号楼底商(阳光便利店内),104.066375,30.552275,18180808650,3.8,9.00,大源,餐饮服务;餐饮相关场所;餐饮相关
1226,星巴克(新街里店),星巴克咖啡,成汉中路123号新街里,104.054758,30.593896,028-63046278,4.6,30.00,石羊场,餐饮服务;咖啡厅;星巴克咖啡
1227,瑞幸咖啡(星宸国际店),餐饮相关,益州大道中段555号星宸国际写字楼1层大堂,104.057265,30.557909,4000100100,3.8,13.00,四川天府新区成都直管区,餐饮服务;餐饮相关场所;餐饮相关
1228,Cafe racer机车酒咖(怡丰花园店),咖啡厅,府滨北路124号,104.080809,30.562655,18113191335;18280484722,4.5,22.00,中和,餐饮服务;咖啡厅;咖啡厅
1229,肯悦咖啡象南里店,咖啡厅,石羊街道万象南路669号象南里F1层,104.049394,30.586198,028-86668638,3.9,13.00,石羊场,餐饮服务;咖啡厅;咖啡厅
1230,星巴克(天府金融大厦店),星巴克咖啡,天府二街99号天府金融大厦1楼大堂,104.066628,30.551149,028-65188551,4.4,30.00,四川天府新区成都直管区,餐饮服务;咖啡厅;星巴克咖啡
1231,Black Rose买手店&咖啡,咖啡厅,铁像寺水街二期2栋4单元一层19-20号,104.050671,30.558176,[],3.8,36.00,四川天府新区,餐饮服务;咖啡厅;咖啡厅
1232,星巴克(成都市第一人民医院店),星巴克咖啡,高新区万象北路18号中西医结合医院综合楼第一住院部地上一层大厅内咖啡厅商铺,104.052475,30.590645,028-62977936,4.0,30.00,石羊场,餐饮服务;咖啡厅;星巴克咖啡
1233,三样子(望平街店),甜品店,望平街25号附16号香香巷里面,104.089737,30.653848,18512851895,4.6,25.00,望平街,餐饮服务;甜品店;甜品店
1234,拾光甜品自助·意面小食(建设路店),甜品店,建设中路62号,104.100853,30.671015,028-65969825,4.5,33.00,建设路,餐饮服务;甜品店;甜品店
1235,野人先生现做冰淇淋(成都IFS店),餐饮相关,成都IFS国际金融中心,104.080435,30.654814,13466697827,4.4,36.00,东大街,餐饮服务;餐饮相关场所;餐饮相关
1236,UH祐禾(成都群光广场店),糕饼店,春熙路南段8号群光广场负一层,104.07672,30.654066,17364818446,4.4,34.00,春熙路,餐饮服务;中餐厅;中餐厅|餐饮服务;糕饼店;糕饼店
1237,三样子(玉林店),餐饮相关,蓝草路4号(芳草街地铁站B口步行350米),104.053507,30.627826,13548156008,4.6,20.00,玉林,餐饮服务;餐饮相关场所;餐饮相关
1238,DQ·蛋糕·冰淇淋(成都春熙路店),餐饮相关,春熙路街道联升巷9号L1010号铺(龙抄手对面),104.077547,30.654052,13550083607,4.3,28.00,东大街,餐饮服务;餐饮相关场所;餐饮相关
1239,如思台北甜品(玉林店),甜品店,白云街2号附8号,104.055931,30.629223,13028190208;18602831121,4.6,33.00,玉林西路商圈,餐饮服务;甜品店;甜品店
1240,奈雪的茶(成都天府和悦广场店),冷饮店,天府新区万安街道麓山大道二段199号天府和悦广场A馆-1F-27,104.084994,30.486334,[],4.5,20.00,四川天府新区成都直管区,餐饮服务;冷饮店;冷饮店
1241,DUFF·LANGE杜夫朗格·生日蛋糕·甜品(武侯店),糕饼店,万兴路477号3号楼2层19号,103.996244,30.619871,18123376351,4.6,124.00,武侯万达,餐饮服务;糕饼店;糕饼店
1242,UH祐禾(成都万象城店),购物相关场所,双成二路98号华润万象城C馆B1层C-134N,104.114672,30.647122,17360299560,4.4,34.00,万年场,购物服务;购物相关场所;购物相关场所
1243,盒子家·甜品蛋糕(玉林店),甜品店,瑞升北街1号(芳草街地铁站C2口旁),104.050915,30.626117,19934363532,4.6,26.00,玉林,餐饮服务;甜品店;甜品店
1244,DQ·蛋糕·冰淇淋(成都万象城店),美容美发店,双成二路98号成都万象城KB113号商铺,104.115311,30.646927,028-83152831,4.3,28.00,万年场,餐饮服务;冷饮店;冷饮店|生活服务;美容美发店;美容美发店
1245,王財記传统糖水铺(玉林店),甜品店,芳草东街29号(芳草街地铁站D口步行320米),104.056655,30.624816,15828530098,4.6,18.00,玉林,餐饮服务;甜品店;甜品店
1246,奈雪的茶(成都铁像寺二期店),冷饮店,成都高新区盛华北路116号7栋3单元1层9号,104.051268,30.557852,4006033888,4.6,20.00,四川天府新区成都直管区,餐饮服务;冷饮店;冷饮店
1247,塔塔Tart Tart(玉洁巷店),冷饮店,玉洁巷8号附22号,104.060079,30.623538,19899723272,4.6,29.00,倪家桥,餐饮服务;冷饮店;冷饮店
1248,UH祐禾(成都天府广场店),品牌服装店,地铁天府广场负一楼博物馆路3号附2号B36-4,104.065984,30.657281,17711098840,4.2,34.00,人民中路,购物服务;服装鞋帽皮具店;品牌服装店
1249,万庆庆甜品豆花(太古里店总店),甜品店,东大街36号郁金香广场一楼,104.079999,30.650866,15608010003,4.4,16.00,东大街,餐饮服务;甜品店;甜品店
1250,果树甜品(环球汇蔚然),甜品店,通宝街219号2-204,104.109616,30.634182,18780017300,4.6,34.00,海椒市,餐饮服务;甜品店;甜品店
1251,广信牛奶甜品世家(玉林店),甜品店,华姿路8号沁芳苑(芳草街地铁站D口步行50米),104.054035,30.625387,15583415298,4.6,19.00,玉林,餐饮服务;甜品店;甜品店
1252,奈雪的茶(成都九方购物中心店),冷饮店,府城大道中段88号1层L07A号,104.065539,30.590123,[],4.5,20.00,石羊场,餐饮服务;冷饮店;冷饮店
1253,雪多冰台湾甜品(高升店),甜品店,高升桥南街2号附42号,104.041252,30.634402,18011311838,4.6,33.00,高升桥,餐饮服务;甜品店;甜品店
1254,UH祐禾(成都龙湖东安天街店),糕饼店,666号龙湖·成都东安天街A馆-1F-21号,104.249625,30.574425,19382062356,4.4,34.00,四川天府新区成都直管区,餐饮服务;糕饼店;糕饼店
1255,刘冰粉(双楠店),餐饮相关,双楠路215号,104.027431,30.644775,18883250862,4.5,10.00,双楠,餐饮服务;餐饮相关场所;餐饮相关
1256,i探脑袋·面包·甜品·生日蛋糕(红牌楼店),糕饼店,武侯大道双楠段58号附39号1层,104.016902,30.636109,18180683482,4.5,16.00,双楠,餐饮服务;糕饼店;糕饼店
1257,舒艾甜品咖啡屋Chouettebrunchbar,甜品店,镋钯街35号附1号,104.081716,30.648073,19802855584,4.4,38.00,东大街,餐饮服务;甜品店;甜品店
1258,奈雪的茶(成都魅力城店),冷饮店,科路9号凯德广场魅力城L1层08A号,104.152654,30.626632,4006033888,4.2,20.00,洪河,餐饮服务;冷饮店;冷饮店
1259,无他甜品(抚琴西路55号院店),甜品店,抚琴西路55号附4号(抚琴地铁站B1口步行190米),104.039489,30.676993,13258149131,4.5,13.00,抚琴,餐饮服务;甜品店;甜品店
1260,UH祐禾(成都温江伊藤店),糕饼店,天宝东街33号77号B1F-YT-25-15,103.863949,30.685844,17318927690,4.3,34.00,公平,餐饮服务;糕饼店;糕饼店
1261,满记甜品(华侨城店),甜品店,西华大道16号成都华侨城公园广场内GB3103附1号商铺,104.036722,30.719465,[],4.2,32.00,欢乐谷,餐饮服务;甜品店;甜品店
1262,i探脑袋·面包·甜品·生日·蛋糕(高新店),糕饼店,荣华南路390号附11号,104.043647,30.547825,18702862003,4.2,16.00,四川天府新区,餐饮服务;糕饼店;糕饼店
1263,了了来·茶空间·围炉煮茶.咖啡.甜品(武侯祠锦里店),餐饮相关,武侯祠大街244号一层,104.047992,30.643858,18280295648;19196578680,4.2,30.00,高升桥,餐饮服务;餐饮相关场所;餐饮相关
1264,奈雪的茶(成都文华广场PRO店),冷饮店,东大路16号泰和财富国际中心1栋一层1110号,104.107591,30.636628,[],4.2,20.00,牛市口,餐饮服务;冷饮店;冷饮店
1265,万庆庆甜品豆花(抚琴路店),餐饮相关,抚琴西南街8号附6号(抚琴地铁站B1口步行440米),104.038776,30.678414,18613203121,4.2,17.00,抚琴,餐饮服务;餐饮相关场所;餐饮相关
1266,如思台北(宽窄巷子店),甜品店,吉祥街14号附7号,104.053754,30.668781,18123230632,4.4,32.00,长顺街,餐饮服务;甜品店;甜品店
1267,老广州甜品磊德甜品坊(抚琴西南街45号院店),餐饮相关,抚琴中街44号(抚琴地铁站A口步行480米),104.038532,30.680049,13711440608,4.5,9.00,抚琴,餐饮服务;餐饮相关场所;餐饮相关
1268,KFC甜品站(龙湖·西宸天街店),肯德基,营门口街道办事处茶店子村5组花照村4组龙湖西宸天街铺位号B1层12,104.031501,30.698016,028-62398763;028-87505907;4009200715,4.3,32.00,营门口,餐饮服务;快餐厅;肯德基
1269,i探脑袋·面包甜品研究所,糕饼店,西安北路二巷35号(芙蓉宅院西北门旁),104.047912,30.670879,19382127307,4.4,18.00,长顺街,餐饮服务;糕饼店;糕饼店
1270,赵记传承·中式甜品(成都天府广场店),甜品店,地铁天府广场站负一楼图书馆路21号附二号B71号,104.065208,30.657447,18065154461,4.0,20.00,人民中路,餐饮服务;甜品店;甜品店
1271,万庆庆甜品豆花(玉林店),甜品店,玉林东路3号旁,104.063043,30.629117,13980677847,4.3,17.00,玉林,餐饮服务;甜品店;甜品店
1272,伍饼二鱼甜品店,甜品店,玉林西路50号,104.055089,30.629294,18611014777,4.5,30.00,玉林西路商圈,餐饮服务;甜品店;甜品店
1273,奈雪的茶(成都武侯吾悦广场PRO店),餐饮相关,簇锦街道武侯大道顺江段77号1栋1层38号1006号,103.989336,30.625971,[],4.2,24.00,保利花园,餐饮服务;餐饮相关场所;餐饮相关
1274,茉柑橘甜品工作室(文思巷),甜品店,小南街109号附13(文思巷内),104.052777,30.656396,19150282340,4.4,52.00,小南街,餐饮服务;甜品店;甜品店
1275,i探脑袋面包甜品研究所(郫都总店),糕饼店,东大街696-698号,103.896415,30.800147,19308004557,4.4,18.00,郫筒,餐饮服务;糕饼店;糕饼店
1276,满记甜品(银石广场店),甜品店,银石广场三楼(春熙路地铁站A口旁),104.07947,30.653229,[],4.1,32.00,大慈寺,餐饮服务;甜品店;甜品店
1277,赵记传承·中式甜品(成都蜀新天街店),餐饮相关,郫都区龙湖蜀新天街负一楼A馆-B1-07a,103.901989,30.790909,18040354539,4.0,20.00,郫筒,餐饮服务;餐饮相关场所;餐饮相关
1278,樊薯薯剪刀土豆中式甜品,中餐厅,柳浪湾北二街229号,103.826859,30.68365,13541107073;18108055848,4.5,31.00,凤溪大道,餐饮服务;中餐厅;中餐厅
1279,奈雪的茶(成都蓝润摩里中心店),冷饮店,二环路西二段12号附15号1层L110号(蓝润摩里中心F1层),104.022301,30.667818,[],4.2,24.00,光华,餐饮服务;冷饮店;冷饮店
1280,万庆庆甜品豆花(双楠店),甜品店,二环路西一段84号附16号一层,104.027232,30.64093,19802840744,4.3,17.00,高升桥,餐饮服务;甜品店;甜品店
1281,亮亮家咖啡甜品,购物相关场所,桃源路61号附22号,103.876691,30.813857,17761261460,4.5,22.00,郫筒,购物服务;购物相关场所;购物相关场所
1282,晴朗甜品蛋糕,甜品店,花照壁西顺街318号(茶店子地铁站C口步行260米)1栋2单元804号首开·龙湖紫宸香颂,104.030611,30.698147,13668104258,4.3,40.00,营门口,餐饮服务;甜品店;甜品店
