spot_id,spot_name,spot_level,poi_category,address,longitude,latitude,rating,ticket_price_min,opening_hours_json,description,travel_tips,cultural_context,avg_visit_hours,area_tag
1440,云朵水上乐园,-,体育休闲服务,唐昌镇大云村三社301号,103.819063,30.914889,3.7,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,夏季开园，建议下午3点后入园避免暴晒，游玩3小时。自带泳具，注意儿童看护，可备零钱租储物柜。,郫都区近年来打造多个近郊亲水乐园，云朵水上乐园以轻量级游乐设施为主，服务周边社区夏日休闲需求。,2.5,郫都区
1441,浩鲨科雷水上运动中心,-,体育休闲服务,公共服务停车场负1层B1口,104.066427,30.555095,3.8,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,以潜水体验和培训为主，需提前电话预约。建议体验时长1-2小时，无需自带装备，但需确认健康状况，遵守安全规范。,武侯区少见的室内水上运动中心，引入潜水教学等专业项目，满足成都市民对新兴水上运动的探索需求。,2.5,武侯区
1442,淮州国际山水运动中心,-,体育休闲服务,临波路18号14栋1-(科玛小镇),104.543602,30.699815,3.8,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,适合户外爱好者，春秋季最佳。含皮划艇、龙舟等项目，建议半天至一天。提前查询开放情况，做好防晒防蚊。,金堂县依托沱江山水资源，打造山地与水上运动结合的休闲基地，呼应成都“三城三都”体育赛事名城建设。,3.0,金堂县
1443,鸭小七自然探索乐园(成都华熙528店),-,体育休闲服务,三圣街道雨树巷27号华熙528商业广场A区2楼3106、3107号,104.145225,30.592725,3.9,0,"{""open"":""10:00"",""close"":""22:00""}",体育休闲服务;休闲场所;游乐场,室内乐园，全年可玩，建议游玩1-2小时。位于华熙528商圈，适合亲子家庭，可搭配餐饮购物行程。,锦江区华熙528是文创商业地标，此自然探索乐园融入商业综合体，代表成都“文商旅”融合的亲子消费新场景。,2.0,锦江区
1444,快乐老街水上乐园,-,风景名胜,龙门山镇复兴场社区快乐老街临江街186号,103.764081,31.192628,3.8,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,夏季开放，建议游玩半天。门票以现场为准，注意水上安全，自带泳衣。周边有老街美食可顺道品尝。,彭州老街改造中保留传统川西场镇风貌，水上乐园依托古堰水系而设，为游客提供怀旧与亲水结合的独特体验。,2.0,彭州市
1445,凫岛水上乐园,-,风景名胜,绿道201号附1号,103.768085,30.696211,3.8,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,夏季周末人气旺，建议上午前往。游玩约3小时，可携带野餐垫在岸边休息，注意水深标识，儿童须有大人陪同。,温江区素有“成都后花园”之称，凫岛乐园位于江安河畔，融合水景与绿道，体现川西水乡生态休闲文化。,2.0,温江区
1446,艇好玩水上俱乐部,-,体育休闲服务,麓山大道二段105号,104.144686,30.485214,3.8,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;体育休闲服务场所;体育休闲服务场所,提供摩托艇、尾波冲浪等刺激项目，需预约并接受安全培训。建议夏季傍晚游玩，时长2小时，穿速干衣。,双流区依托锦江及湖泊水域发展水上俱乐部，服务年轻潮流群体，展现成都近郊运动休闲的时尚活力。,2.0,双流区
1447,南湖梦幻岛(南区商品店),-,购物服务,南湖大道428号南湖梦幻岛,104.052758,30.497552,3.6,0,"{""open"":""10:00"",""close"":""22:00""}",购物服务;便民商店/便利店;便民商店/便利店,非独立景点，为乐园内商品店。建议游玩乐园时顺路选购纪念品，注意比价，理性消费，可留作旅行纪念。,南湖梦幻岛是成都南门知名主题乐园，此商店售卖主题周边，承载游客对游乐时光的记忆，体现乐园IP文化延伸。,1.0,双流区
1448,巴布载道全能水上运动中心,-,体育休闲服务,锦江体育公园内(西侧),104.110842,30.597768,4.0,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;体育休闲服务场所;体育休闲服务场所,与1439为同一品牌分点，建议提前预约课程或体验。适合青少年及成人，专业教练指导，注意着装轻便。,品牌在锦江区布局多处水上运动点，依托城市河道资源推广全民水上运动，助力成都建设世界赛事名城。,2.5,锦江区
1449,酷玩岛水上运动世界,-,体育休闲服务,成简快速路6号(酷玩岛俱乐部旁),104.462825,30.493525,3.8,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,简阳夏季炎热，建议早晚时段游玩。项目含滑梯、造浪池等，游玩半天。提前团购门票，注意防晒补水。,简阳依托天府新区建设及三岔湖水域资源发展水上娱乐，此乐园服务东部新城居民，体现区域文旅新增长点。,3.0,简阳市
1450,青荷里乡村会客厅,-,体育休闲服务,方兴社区方井村14号,103.730947,30.419794,4.0,0,"{""open"":""全天""}",体育休闲服务;休闲场所;休闲场所,适合周末近郊游，建议春秋季前往。可体验垂钓、露营等轻活动，游玩半天至一天。提前确认开放及收费项目。,新津区以乡村生态旅游著称，青荷里融合荷塘景观与乡村会客厅概念，展现成都平原林盘文化与现代休闲结合。,2.0,新津区
1451,浩海水上运动基地,-,体育休闲服务,鹤鸣乡平阳街1号附10号,103.412712,30.62974,3.8,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;体育休闲服务场所;体育休闲服务场所,夏季6-9月最佳，建议游玩2-3小时。需提前预约，自带泳具和防晒用品。注意安全，听从救生员指挥。,大邑县依托岷江支流打造的水上运动基地，是成都近郊开展水上体育休闲活动的新兴场所，体现川西水文化特色。,3.0,大邑县
1452,河盼里柴火鸡,-,体育休闲服务,玉堂街道上元社区8组,103.591587,30.928753,3.7,0,"{""open"":""10:00"",""close"":""22:00""}",体育休闲服务;体育休闲服务场所;体育休闲服务场所,建议傍晚前往，用餐约1.5小时。人均消费80-120元，可提前电话订座。柴火鸡现做需等待，适合朋友聚餐。,都江堰农家乐特色餐饮代表，以柴火灶炖土鸡为亮点，融合川西林盘饮食传统，展现灌区乡村生活气息。,1.0,都江堰市
1453,澜舶航海(兴隆湖基地),-,公司企业,湖畔路北段与菁蓉北四街交叉路口往南约190米,104.084955,30.402523,3.9,0,"{""open"":""9:00"",""close"":""18:00""}",公司企业;公司;公司,,,0.0,双流区
1454,南湖公园水上演绎中心,-,体育休闲服务,华阳镇街道南湖东路南湖公园(西南角),104.045975,30.497725,3.8,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,春秋夜景最佳，演出约1小时。需提前购票选座，湖边风大建议带薄外套。周边有停车场，可乘地铁5号线转公交。,双流南湖公园内的水上实景演出场地，依托湖泊景观打造夜间文旅项目，融合现代声光电技术与天府水韵。,2.5,双流区
1455,四川国际水上运动中心,-,体育休闲服务,岷江大道二段235号四川水上运动学校内,103.832767,30.398392,4.0,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,夏季开放，建议游玩半天。专业赛事场地，普通游客需确认开放时段。可观摩训练或参与体验课程，需提前预约。,新津区岷江水域的专业水上运动训练基地，曾承办全国性赛艇、皮划艇赛事，是四川水上体育人才培养重要摇篮。,3.0,新津区
1456,浪起天歌·水上乐园·湖畔院子,-,体育休闲服务,陈河村5组8号,104.274277,30.270001,3.8,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,夏季白天玩水，傍晚湖畔休闲。建议游玩3-4小时，门票含水上项目。自驾更方便，注意儿童看护和防晒。,简阳三岔湖周边新兴的水上乐园与湖畔民宿综合体，结合简阳天府新区发展，打造亲水度假新生活方式。,3.5,简阳市
1457,鱼凫湿地戏水乐园,-,体育休闲服务,彭白路32号江桥村4组,103.791427,31.170592,3.9,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,夏季亲子游首选，建议游玩2-3小时。门票约30元，可自带泳圈。湿地蚊虫多，备好驱蚊水，注意水深标识。,彭州鱼凫湿地公园内的戏水区域，鱼凫文化可追溯古蜀先民渔猎传统，湿地生态与休闲旅游融合发展。,2.5,彭州市
1458,音乐百花谷水上乐园,-,风景名胜,叠秀路1777号音乐百花谷内,104.165544,30.762974,4.2,0,"{""open"":""9:00"",""close"":""18:00""}",风景名胜;风景名胜相关;旅游景点,夏秋季游玩，建议半天。门票约50元，含部分水上游乐项目。百花谷以赏花闻名，可结合花卉观赏安排行程。,新都区以花海景观为特色的综合性乐园，水上乐园与四季花田结合，体现成都近郊乡村旅游的多元创新模式。,3.0,新都区
1459,兴隆湖游乐场,-,体育休闲服务,湖畔路北段与菁蓉北四街交叉口东南100米,104.086436,30.403817,3.8,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;体育休闲服务场所;体育休闲服务场所,全年可玩，建议傍晚去避免暴晒。游乐项目单项收费，约20-50元。地铁1号线兴隆湖站可达，适合家庭散步休闲。,天府新区兴隆湖生态湖畔的游乐设施，作为成都科学城绿色配套，体现公园城市理念下湖滨公共空间的活力。,2.5,双流区
1460,龙香院休闲亭,-,体育休闲服务,龙池旅游路东南40米,103.563209,31.06798,3.9,0,"{""open"":""全天""}",体育休闲服务;休闲场所;休闲场所,适合春秋踏青，建议停留1小时。免费开放，可自带茶点。位于都江堰景区周边，可结合青城山、都江堰一日游。,都江堰景区附近的传统川西休闲亭廊，供游客歇脚品茗，延续了成都人依水而憩、慢享生活的茶馆文化传统。,1.0,都江堰市
1461,龙门雪谷水上乐园,-,体育休闲服务,彭白路101号,103.739611,31.212652,3.8,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,夏季开放，建议游玩2-3小时。门票约80元，注意儿童安全。彭州山区气候凉爽，可备长袖衣物，自驾山路需谨慎。,彭州龙门山地带的水上乐园，利用山地落差与清凉泉水，结合龙门山地质公园生态背景，打造山地亲水娱乐项目。,3.0,彭州市
1462,斯澜航海俱乐部宿营地,-,公司企业,金石路与天乡路三段交叉口西南380米,103.775712,30.683617,3.6,0,"{""open"":""全天""}",公司企业;公司;公司,,,0.0,温江区
1463,白果欢乐水世界,-,体育休闲服务,大划镇蜀南大道,103.736062,30.565696,3.9,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;游乐场,夏季6-8月最佳，建议游玩半天。门票约60元，储物柜需另付费。崇州自驾方便，人多时需排队，建议早到。,崇州乡村休闲旅游的代表性水上乐园，依托川西平原水资源，为周边市民提供夏日消暑和亲子娱乐场所。,3.5,崇州市
1464,莲韵水乡,-,体育休闲服务,金堂大道三金路口,104.579735,30.76714,3.8,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,夏季荷花盛开时最美，建议清晨或傍晚前往。免费或低门票，游玩1-2小时。可骑行或漫步，注意防晒补水。,金堂县以荷塘水乡为主题的生态休闲区，莲藕种植与乡村旅游结合，传承川中水乡农耕文化与莲荷审美意趣。,2.0,金堂县
1465,水上步行球,-,风景名胜,桂湖西路3号(桂湖公园)桂湖森林广场内,104.158645,30.82091,3.7,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,夏季开放，适合儿童体验。单项收费约20元/次，游玩30分钟即可。需穿防水衣物，注意平衡和安全。,新都区水上步行球项目，属于趣味性水上体验设施，为游客提供在透明球内水面行走的独特娱乐感受。,0.5,新都区
1466,森林水世界,-,体育休闲服务,永商镇梨花村梨花溪风景区(东南角),103.818323,30.359883,3.9,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;体育休闲服务场所;体育休闲服务场所,夏季避暑胜地，建议游玩3-4小时。门票约100元，可自带泳具。新津森林覆盖率高，注意防滑和蚊虫。,新津区依托森林与水域资源打造的水上乐园，强调原生态自然体验，呼应成都近郊森林康养旅游发展趋势。,3.0,新津区
1467,洄南湾水上乐园,-,体育休闲服务,果居路196号,104.027317,30.860902,3.8,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;体育休闲服务场所;体育休闲服务场所,夏季开放，建议游玩2-3小时。门票约70元，储物柜租赁另计。新都区交通便利，可乘地铁3号线转公交前往。,新都区新兴的水上乐园项目，以“洄南”为名体现河流弯道地理特征，为成都北门居民提供夏日亲水娱乐选择。,3.0,新都区
1468,扑浪伴宠乐园,-,体育休闲服务,石盘街道龙马湖公园内,104.455525,30.493475,3.7,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;体育休闲服务场所;体育休闲服务场所,适合带宠物前来，建议春秋季下午前往，游玩约2-3小时。需提前确认宠物入园证及疫苗要求，园区有清洗区。,位于简阳，体现成都近郊宠物友好型休闲新趋势，融合乡村田园与萌宠互动，是家庭亲子微度假新选择。,2.0,简阳市
1469,小怪兽水上乐园,-,体育休闲服务,文君街道邛窑大道北段333号1栋1单元1号附3号,103.42403,30.40803,3.8,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,夏季6-9月开放，建议上午10点前或下午4点后避开人流高峰，游玩3-4小时。需自备泳具，注意防晒补水。,邛崃依山傍水，水上乐园融入川西林盘生态理念，为城市居民提供清凉戏水空间，展现天府水乡休闲活力。,2.5,邛崃市
1470,蓝剑水世界,-,购物服务,均隆街38交子公寓(东门大桥地铁站D1口步行180米),104.088416,30.649473,3.5,0,"{""open"":""10:00"",""close"":""22:00""}",购物服务;购物相关场所;购物相关场所,实为水主题购物休闲综合体，建议周末下午前往，游玩2-3小时。可先逛商场再体验戏水区，注意部分项目单独收费。,位于锦江区核心商圈，将商业购物与亲水娱乐结合，体现成都“耍水+逛街”的都市休闲消费新形态。,1.5,锦江区
1471,成都市猛追湾游泳场水世界,-,体育休闲服务,华星路1号,104.094945,30.664232,4.0,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,老牌游泳场，夏季开放夜场（至21:30），建议工作日傍晚去人少，游玩2小时。需自备泳帽，深水区需考核。,猛追湾游泳场是成都最早的公共泳池之一，承载几代成都人夏日记忆，现为锦江绿道旁重要全民健身地标。,3.0,锦江区
1472,成都丹景谷漂流,-,体育休闲服务,三岔镇丹景街道新场村二组888号,104.236836,30.333542,3.9,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,漂流季节5-10月，建议晴天上午出发，全程约1.5-2小时。需备换洗衣物，手机防水袋，听从安全员指挥。,依托丹景山峡谷自然落差打造，是简阳近年兴起的山地漂流项目，融入龙泉山城市森林公园生态旅游带。,3.5,简阳市
1473,夏威夷沙滩,-,风景名胜,蜀龙大道1528号漫花庄园(西北角),104.139335,30.764206,3.6,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,人造沙滩景点，适合春秋季亲子游玩，建议游玩2-3小时。可搭帐篷野餐，注意无遮阳处需防晒，部分设施需预约。,新都区以人造沙滩复刻热带海滨风情，弥补内陆城市亲水缺憾，是成都人“不出远门享海边”的创意休闲地。,1.5,新都区
1474,怡陶山庄水上乐园,-,体育休闲服务,桂花镇天桂路利济村5组,103.804607,31.033356,3.7,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,彭州山区水上乐园，夏季开放，建议自驾前往，游玩半天。山路弯多需谨慎驾驶，园区餐饮较少可自带零食。,依托彭州龙门山清凉气候与温泉资源，集山庄度假与水上游乐于一体，体现川西山区避暑休闲产业特色。,3.0,彭州市
1475,海窗水上乐园,-,体育休闲服务,新繁镇新九路蓟家村乙家圆旁,104.024053,30.885779,3.8,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,新都区小型水上乐园，夏季6-8月开放，建议下午游玩3小时。适合低龄儿童，家长需全程陪同，注意水质卫生。,以“海窗”为名营造海洋探索主题，是成都近郊社区型水上乐园代表，满足市民日常亲水娱乐需求。,2.5,新都区
1476,夜游锦江(石牛堰码头),-,公司企业,石牛堰码头售票处(三官堂地铁站B口步行320米),104.091896,30.626445,4.1,0,"{""open"":""全天""}",公司企业;公司;公司|体育休闲服务;体育休闲服务场所;体育休闲服务场所,,,0.0,锦江区
1477,新津南河水上休闲运动中心,-,体育休闲服务,望江路与文昌路交叉口西北160米,103.804859,30.408942,3.9,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;运动场馆;运动场所,南河河道水上运动基地，建议春秋季上午体验皮划艇/桨板，游玩2小时。需提前预约教练，穿救生衣，注意水位变化。,新津因五河汇流得名“水城”，此中心依托南河自然水域开展休闲运动，传承千年水运文化，倡导健康水上生活。,2.5,新津区
1478,郫都区慢慢水上乐园,-,体育休闲服务,东林艺术村内街停车场,103.847347,30.768236,3.8,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,郫都区乡村水上乐园，夏季开放，建议自驾前往，游玩半天。可搭配周边农家乐，注意乡村道路指示牌。,位于古蜀望丛文化区，以“慢慢”为名呼应郫都慢生活气质，将水上游乐融入川西田园景观之中。,2.5,郫都区
1479,贝趣岛自然探索乐园(七一国际广场店),-,体育休闲服务,新泰东路71号七一国际广场L3层,104.171625,30.821925,4.0,0,"{""open"":""10:00"",""close"":""22:00""}",体育休闲服务;休闲场所;游乐场,商场内自然探索乐园，建议工作日或周末上午去，游玩2-3小时。可购买套票含多个项目，注意儿童安全。,位于新都七一国际广场，将自然探索搬入商业综合体，体现城市儿童教育娱乐一体化趋势，主打互动体验学习。,2.0,新都区
1480,全兴水世界,-,生活服务,五里墩横街67号,104.033929,30.689006,3.7,0,"{""open"":""10:00"",""close"":""22:00""}",生活服务;生活服务场所;生活服务场所,,,0.5,金牛区
1481,蓝剑冰川水世界,-,生活服务,永文路北段与永福街交叉口西北80米,103.906095,30.726605,3.6,0,"{""open"":""10:00"",""close"":""22:00""}",生活服务;生活服务场所;生活服务场所,,,0.5,温江区
1482,花小兔探索乐园,-,体育休闲服务,成都市双流万达2号门2楼2039B-2050A,103.927153,30.594934,4.0,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;游乐场,双流区户外探索乐园，春秋季最佳，建议游玩3-4小时。穿运动鞋，备驱蚊液，部分项目有身高限制。,以“花小兔”IP打造亲子自然乐园，融合赏花、萌宠与户外拓展，反映成都近郊乡村旅游亲子化升级。,2.0,双流区
1483,鱼凫国都欢乐水世界,-,体育休闲服务,骑士大道温泉大道四段与大四路交叉口西260米,103.82681,30.645989,3.9,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,温江大型水世界，夏季旺季建议早到或夜场，游玩4-5小时。可网上购票更优惠，储物柜需另付费，注意防滑。,鱼凫是古蜀王称号，该乐园以古蜀鱼凫文化为主题包装水上娱乐，是温江花木生态旅游区重要组成部分。,3.0,温江区
1484,成都欢乐谷-水上摩天轮,-,体育休闲服务,西华大道16号欢乐谷欢乐时光区内,104.036175,30.721825,4.2,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;游乐场,欢乐谷内摩天轮项目，建议傍晚乘坐观日落及夜景，全程约20分钟。需购买欢乐谷大门票，节假日排队较久。,成都欢乐谷水上摩天轮为西南地区地标性游乐设施，与府河景观带相映，是城市现代娱乐文化的标志性符号。,2.0,金牛区
1485,三道堰水乐园,-,体育休闲服务,成都市郫都区永宁路南一段333号乐水公园内(东侧),103.919275,30.863523,3.8,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;体育休闲服务场所;体育休闲服务场所,三道堰古镇旁水乐园，夏季开放，建议下午游玩3小时。可搭配古镇游览，注意漂流项目湿身，备好换洗衣物。,三道堰是川西著名水乡，依托徐堰河、柏条河水利遗产，水乐园延续当地“亲水、用水、乐水”的千年水文化传统。,2.5,郫都区
1486,成都浪自由水上桨板俱乐部,-,体育休闲服务,怀远镇二江村一组40号,103.591275,30.757275,3.9,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;休闲场所,夏季5-10月最佳，建议游玩2-3小时。需提前预约，自带换洗衣物和防晒用品。费用约150-300元/人，含教练指导。注意听从安全讲解，穿好救生衣。,崇州地处岷江支流，水资源丰富。桨板运动近年兴起，融合了传统水上劳作与现代休闲体育，体现成都人亲水乐活的生活态度。,2.0,崇州市
1487,欢乐田园戏水乐园,-,体育休闲服务,黄龙溪镇川龙街与华彭路交叉口东侧,103.983816,30.326331,4.0,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,夏季6-9月开放，建议游玩半天。门票约80-120元，可网上购票。带好泳具和防晒霜，儿童需成人陪同。周末人多，建议平日前往。,双流区是成都近郊农业休闲区，欢乐田园将农耕文化与戏水娱乐结合，展现川西坝子田园水乡的休闲传统，适合家庭亲子出游。,3.0,双流区
1488,白沫江水上游乐园,-,体育休闲服务,成都市川西竹海景区南大门检票口,103.316119,30.34007,3.8,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,夏季7-8月最宜，建议游玩3-4小时。门票约60-100元，部分项目另收费。注意安全提示，儿童需家长陪同。建议下午去，水温适宜。,邛崃为古临邛，白沫江是文君故里的重要水系。水上乐园依托自然河道而建，将现代游乐与古蜀水文化相融合，延续了临邛古城滨水休闲的历史。,2.5,邛崃市
1489,永福水世界,-,体育休闲服务,培风小区西区北门东140米,103.980114,30.663537,3.7,0,"{""open"":""10:00"",""close"":""22:00""}",体育休闲服务;休闲场所;水上活动中心|购物服务;专卖店;专营店,夏季开放，建议游玩2-3小时。门票约50-80元，可现场购票。注意水质卫生，自带毛巾。青羊区交通便利，地铁可达。建议避开周末高峰。,青羊区为成都老城核心区，永福水世界是城市社区型水上乐园，服务于周边居民，体现成都人夏季消暑纳凉的传统习俗，与老成都茶馆文化一脉相承。,2.0,青羊区
1490,沙河畔.阳光里亲水欢乐营,-,体育休闲服务,太平路南段184号,103.899188,30.91659,4.0,0,"{""open"":""全天""}",体育休闲服务;体育休闲服务场所;体育休闲服务场所,夏季5-9月开放，建议游玩2小时。免费或低价入场，部分设施收费。位于沙河畔，环境优美。注意防晒防蚊，可带野餐垫。适合傍晚散步游玩。,郫都区沙河是成都重要水系，亲水欢乐营利用河畔绿地打造亲水空间，体现成都公园城市理念下人与水和谐共处的现代生活方式。,2.0,郫都区
1491,悠游岛水世界,-,体育休闲服务,街子镇显永路4号街子悠游岛,103.558825,30.806075,3.9,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,夏季6-9月，建议游玩半天。门票约70-100元。崇州城区可达，自驾更方便。带好泳具，注意儿童安全。建议上午去人少水清。,崇州古称蜀州，有深厚文化底蕴。悠游岛水世界是当地新兴休闲项目，以水为媒，为传统农业县注入现代游乐活力，反映成都周边区县旅游升级。,2.5,崇州市
1492,蓝剑水世界(回龙西路店),-,购物服务,回龙西路235号,103.95774,30.99629,3.8,0,"{""open"":""10:00"",""close"":""22:00""}",购物服务;专卖店;专营店|生活服务;生活服务场所;生活服务场所,夏季开放，建议游玩2-3小时。门票约60-90元。彭州回龙西路交通便利。注意救生员指示，儿童需看护。建议网上比价购票更划算。,彭州有牡丹之乡美誉，蓝剑水世界依托本地企业蓝剑集团而建，是工业资本反哺休闲产业的例子，体现成都民营经济多元化发展。,1.5,彭州市
1493,鲁家滩水上亲子乐园,-,体育休闲服务,绿道305号,103.770048,30.692347,3.9,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,夏季6-9月最佳，建议游玩2小时。门票约50-80元，亲子套票更优惠。温江鲁家滩环境优美，注意防晒。适合低龄儿童，需家长全程陪同。,温江以花木园林闻名，鲁家滩是近年打造的生态湿地。水上亲子乐园强调家庭互动，体现成都人重视家庭休闲、亲近自然的城市性格。,2.5,温江区
1494,水世界(龙桥小区店),-,生活服务,东升镇接待寺龙桥路西侧龙桥小区,103.946356,30.595089,3.7,0,"{""open"":""10:00"",""close"":""22:00""}",生活服务;生活服务场所;生活服务场所,,,0.5,双流区
1495,蓝剑水世界(云凤路店),-,生活服务,云凤路93-95号,103.831481,30.694102,3.8,0,"{""open"":""10:00"",""close"":""22:00""}",生活服务;生活服务场所;生活服务场所,,,0.5,温江区
1496,快乐老街水上乐园售票处,-,生活服务,小鱼洞镇临江街186号,103.764705,31.19316,3.7,0,"{""open"":""9:00"",""close"":""17:00""}",生活服务;售票处;公园景点售票处,,,0.5,彭州市
1497,蓝剑水世界(兴龙路店),-,生活服务,龙桥社区4组53号美美茶坊对面,103.937335,30.61813,3.8,0,"{""open"":""10:00"",""close"":""22:00""}",生活服务;生活服务场所;生活服务场所,,,0.5,双流区
1498,凫岛萌宠乐园,-,风景名胜,凫岛,103.769817,30.696298,4.0,0,"{""open"":""9:00"",""close"":""18:00""}",风景名胜;风景名胜相关;旅游景点,全年可游，春秋最佳。建议游玩1-2小时。门票约30-50元，可喂食动物。注意遵守园区规定，不要随意投喂。适合亲子家庭，可结合鲁家滩游览。,凫岛得名于古蜀人捕鱼驯鸟的传统，温江地处岷江冲积平原，水鸟众多。萌宠乐园将生态保护与亲子教育结合，延续人与自然共生的蜀地传统。,2.0,温江区
1499,缘庭水寨,-,体育休闲服务,四川省成都市都江堰市玉堂镇赵公社区七组11号,103.544025,30.956375,3.9,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;休闲场所,夏季戏水最佳，建议游玩半天。门票约80-120元含部分项目。都江堰水质清凉，注意保暖。建议自驾前往，带好泳具。可结合都江堰景区游览。,都江堰是世界水利文化遗产地，缘庭水寨利用岷江优质水源打造水上乐园，传承李冰父子治水后形成的天府水文化，体现水利与休闲的完美结合。,3.0,都江堰市
1500,滨河水上乐园,-,体育休闲服务,了翁路64号,103.511716,30.205,3.8,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;体育休闲服务场所;体育休闲服务场所,夏季7-8月开放，建议游玩2-3小时。门票约40-70元，较实惠。蒲江县城可达。注意安全，儿童需监护。建议下午游玩，光线好水温舒适。,蒲江是成都西南生态屏障，滨河水上乐园依托蒲江河而建，是该县少有的水上娱乐设施，服务本地居民，体现小城镇夏季消夏的朴素生活方式。,2.5,蒲江县
1501,动漫欢乐水世界,-,体育休闲服务,团结街道太和村欧陆风情园,103.950398,30.813904,3.9,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;水上活动中心,夏季6-9月，建议游玩半天。门票约60-100元。郫都区交通便利，地铁可达。动漫主题适合年轻人和儿童。注意防晒，建议网上购票。,郫都区是古蜀文明发源地之一，动漫欢乐水世界将二次元文化与水上运动结合，体现成都作为中国动漫游戏重镇的文化创意产业向传统休闲领域延伸。,3.0,郫都区
1502,希望·奥特莱斯光音阅水花水上运动中心,-,体育休闲服务,岷江大道三段666号希望·奥特莱斯,103.837381,30.377002,3.9,0,"{""open"":""10:00"",""close"":""22:00""}",体育休闲服务;休闲场所;水上活动中心,夏季开放，建议游玩2-3小时。门票约100-150元含水上项目。新津区岷江畔，环境优美。注意穿戴救生设备。可结合奥特莱斯购物行程。,新津是成都南部水城，五河汇聚。希望奥特莱斯是商业综合体，光音阅水花水上运动中心植入其中，体现商业与体育融合的新零售模式，反映成都消费升级。,2.0,新津区
1503,水上运动中心,-,体育休闲服务,龙泉街道都市汽车城大道四段辅路东安湖公园(东北角),104.256829,30.596774,3.8,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;体育休闲服务场所;体育休闲服务场所,夏季5-10月，建议游玩2-3小时。费用按项目计费，约80-200元。龙泉驿区东安湖周边，地铁可达。注意预约和专业指导，适合年轻人体验。,龙泉驿是成都东进主战场，东安湖是第31届大运会举办地。水上运动中心依托赛事遗产而建，体现后大运时代体育场馆惠民利用，展现成都赛事名城风采。,2.5,龙泉驿区
